url;full_id;osm_id;name2;name1;person:name;Napis_na_pomniku;Opis;Artysta;Powstanie;Nazwa;memorial
Brak;n9110765618;9110765618;;;;Brak;Tablica upamiętniająca miejsce zamieszkania kompozytora i pianisty jazzowego Krzysztofa Komedy Trzcińskiego w latach 1952-1956;Brak;2008;Miejsce zamieszkania Krzysztofa Komedy Trzcińskiego;plaque
Brak;n9110765619;9110765619;;;;Brak;Tablica upamiętniająca pobyt Juliusza Słowackiego w Poznaniu w 1848r.;Józef Petruk;1999;Pobyt Juliusza Słowackiego;plaque
Brak;n9110765620;9110765620;;;;"W Hotelu Bazar Henryk Sienkiewicz w dniach 14, 16, 17 IV 1880r., czytał nowelkę ""Za chlebem"". Na pamiątkę pierwszego pobytu w Poznaniu. (...)";Brak;Józef Petruk;1987;Pobyt Henryka Sienkiewicza;plaque
Brak;n9110765621;9110765621;;;;W tym miejscu 26 kwietnia 1920 roku podczas demonstracji przeciwko pogorszeniu warunków bytu poległo 9 poznańskich robotników kolejowych;Tablica upamiętniająca robotników kolejowych, poległych w 1920 roku;Ryszard Skupin;1950;Tablica poległych robotników kolejowych;plaque
Brak;n9110765622;9110765622;;;;Brak;Tablica powświęcona ś.p proboszczom parafii p.w. św. Stanisława Kostki w Poznaniu;Brak;Brak;Tablica śp. proboszczów parafii;plaque
Brak;n9110765623;9110765623;;;;Brak;Tablica upamietniająca parafian winiarskich, członków organizacji Wojska Ochotniczego Ziem Zachodnich;Brak;Brak;Tablica parafian winiarskich, członków organizacji Wojska Ochotniczego Ziem Zachodnich;plaque
Brak;n9110765640;9110765640;;;;Brak;Tablica upamiętniająca 400 rocznicę śmierci Stanisława Kostki;Brak;1968;Św. Stanisław Kostka;plaque
Brak;n9110765647;9110765647;;;;Brak;Brak;Brak;Brak;Ks. Stanisław Adamski;plaque
Brak;n9110765648;9110765648;;;;Brak;Tablica w języku łacińskim;Brak;Brak;Brak;plaque
Brak;n9110765649;9110765649;;;;W tym domu od 10-XI-1918 do 6-XI-1919 mieściły się biura Komisariatu Naczelnej Rady Ludowej - kierowniczego ośrodka i władzy Polaków ziem byłego zaboru pruskiego w dniach narodzin II Rzeczpospolitej;Brak;Benedykt Kasznia;1988;Miejsce biur Komisariatu Naczelnej Rady Ludowej;plaque
Brak;n9110765650;9110765650;;;;Brak;Brak;Brak;Brak;Bł. ks. Marian Konopiński;plaque
Brak;n9110765651;9110765651;;;;Brak;Brak;Brak;Brak;Głaz 15. Pułku Ułanów Poznańskich;stone
Brak;n9110765652;9110765652;;;;Budynek zabytkowy wzniesiony w 1751 na miejscu drewnianego zbudowanego w 1569. Podczas epidemii dżumy w Poznaniu stanowił oddział Miejskiego Szpitala św. Łazarza. Od poł. XVII w. był przytułkiem dla ubogich.;Brak;Brak;Brak;Historia budynku;plaque
Brak;n9110765665;9110765665;;;;W tym miejscu do roku 1939 tał pomnik Chrystusa Króla ufundowany przez społeczeństwo Poznania w imię wdzięczności za niepodległość, zniszczony przez hitlerowskiego okupanta.;Tablica informująca, że w tym miejscu znajdował się pomnik Chrystusa Króla, który został zniszczony podczas hitlerowskiej okupacji;Józef Petruk;1991;Miejsce Pomnika Wdzięczności;plaque
Brak;n9110843845;9110843845;;;;Brak;Tablica II: Ku czci 55 Poznańskiego Pułku Piechoty z Leszna WLKP;Brak;Brak;Tablica 55. Poznańskiego Pułku Piechoty;plaque
Brak;n9110843846;9110843846;;;;Brak;Tablica III: Żołnierzom 57 Pułku Piechoty WLKP - 3 Pułku Strzelców WLKP Poległym w Obronie Ojczyzny w latach (1919 - 1945);Brak;1975;Tablica 57. Pułku Piechoty Wielkopolskiej;plaque
Brak;n9110843847;9110843847;;;;Brak;Tablica IV: Żołnierzom 58 Pułku Piechoty Strzelców WLKP poległym zamęczonym i zamordowanym w obronie Ojczyzny 1918 - 1945;Brak;1974;Tablica 58. Pułku Piechoty Strzelców Wielkopolskich;plaque
Brak;n9110843848;9110843848;;;;Brak;Tablica V: Żołnierzom 14 Pułku Artylerii;Brak;Brak;Tablica 14. Pułku Artylerii;plaque
Brak;n9110843849;9110843849;;;;Brak;Tablica VI: Żołnierzom 7 Batalionu Telegraficznego I Kompanii Łączności 14 DP, poległych w latach 1939 - 1945;Brak;1975;Tablica 7. Batalionu Telegraficznego;plaque
Brak;n9110843850;9110843850;;;;Brak;Tablica VII: Żołnierzom WLKP Brygady Obrony Narodowej;Brak;Brak;Tablica Wielkopolskiej Brygady Obrony Narodowej;plaque
Brak;n9110843851;9110843851;;;;Brak;Tablica VIII: Ku pamięci I Batalionu Czołgów i Samochodów Pancernych w Poznaniu;Brak;1977;Tablica I. Batalionu Czołgów i Samochodów Pancernych;plaque
Brak;n9110843852;9110843852;;;;Brak;"Tablica IX: Lotnikom eskadr i oddziałów Lotniczych Armii ""Poznań"" i ""Pomorze"", walczących nad Bzurą w 1939r. w obronie Polskiego Nieba";Brak;Brak;"Tablica lotników eskadr i oddziałów Lotniczych Armii ""Poznań"" i ""Pomorze""";plaque
Brak;n9110843853;9110843853;;;;Brak;Tablica X: Poległym Żołnierzom WLKP Brygady Kawalerii 15 i 17 Pułku Ułanów 7 Pułku Strzelców Konnych 7 Dywizjonu Artylerii Konnej;Brak;Brak;Tablica Wielkopolskiej Brygady Kawalerii;plaque
Brak;n9110843854;9110843854;;;;Brak;Tablica XI: Poległym Żołnierzom 7 Pułku 14, 17 i 25 Dywizjonu Artylerii Ciężkiej Poległym w Walkach o Wolnośc i Niepodległość Ojczyzny;Brak;1985;Tablica 7. Pułku Artylerii Ciężkiej;plaque
Brak;n9110843855;9110843855;;;;Brak;Tablica XII, upamiętniająca żołnierzy Podolskiej Brygady Kawalerii, poległych w 1939 roku;Zygmunt Wujek;1986;Tablica Podolskiej Brygady Kawalerii;plaque
Brak;n9110843856;9110843856;;;;Brak;Tablica XIII: Żołnierzom 7 WLKP Pułku Saperów Obrońcom Ojczyzny (1918 - 1945);Brak;1991;Tablica 7. Wielkopolskiego Pułku Saperów;plaque
Brak;n9110843857;9110843857;;;;Brak;Tablica I, upamiętniająca żołnierzy 14 WLKP Dywizji Piechoty 57.58.P.P. 14.P.A.L. WLKP 14 D.A.C;Brak;1974;Tablica 14. Wielkopolskiej Dywizji Piechoty;plaque
Brak;n9110843858;9110843858;;;;Brak;Tablica XIV: Przeciwlotnikom WLKP w dowód uznania za służbę w obronie powietrznych granic RP i WLKP miasta Poznań. W 80 rocznicę Utworzenia Pierwszej Jednostki Przeciwlotniczej w WLKP;Brak;2004;Tablica Przeciwlotników Wielkopolskich;plaque
Brak;n9111432020;9111432020;;;;Herbert Hoover / 1874-1964 / Prezydent USA / Plac Hoovera / Nazwa nadana w 1946 roku / W dowód wdzięczności za pomoc dla Polski organizowaną przez Herberta Hoovera;Tablica upamiętniająca nazwanie placu imieniem Herberta Hoovera w 1946 r.;Brak;Brak;Plac Hoovera;plaque
Brak;n9111432021;9111432021;;;;Brak;Tablica upamiętniająca Tadeusza Wilkanowicza - poetę, dziennikarza, Powstańca Wielkopolskiego;Barbara Kamyszek-Gieburowska;1978;Tadeusz Wilkanowicz;plaque
Brak;n9111432022;9111432022;;;;Brak;Brak;Brak;2006;Poznański Czarny Czwartek 28.06.1956;plaque
Brak;n9111432023;9111432023;;;;Brak;Tablica upamietniająca Marię Skłodowską-Curie, w 50-tą rocznicę odkrycia polonu i radu;Brak;1948;Plac Marii Curie Skłodowskiej;plaque
Brak;n9111432024;9111432024;;;;Brak;Brak;Józef Petruk;1995;Marcel Motty;plaque
Brak;n9111432025;9111432025;;;;Napoleon Cesarz Francuzów rezydował w tym gmachu w latach 1806, 1807 oraz 1812;Brak;Brak;2003;Miejsce rezydowania Napoleona;plaque
Brak;n9111432026;9111432026;;;;Brak;Brak;Brak;Brak;Cyryl Ratajski;plaque
Brak;n9111432038;9111432038;;;;Brak;Brak;Brak;Brak;Kamień węgielny z katedry poświęcony przez Jana Pawła II;plaque
Brak;n9111432039;9111432039;;;;Brak;Brak;Brak;Brak;Ks. Marian Nowak;plaque
Brak;n9111459358;9111459358;;;;Brak;Tablica informująca o powstaniu Mostu Teatralnego i jego inwestorach;Brak;1995;Most Teatralny;plaque
Brak;n9112970795;9112970795;;;;Brak;Brak;Brak;2002;Jan Deierling;plaque
Brak;n9112970796;9112970796;;;;Brak;Brak;Józef Murlewski;1965;Pobyt Józefa Strusia;plaque
Brak;n9112970797;9112970797;;;;Brak;Brak;Brak;1958;400-lecie Poczty Polskiej;plaque
Brak;n9112970798;9112970798;;;;Brak;Tablica upamiętniająca miejsce wizyty gen. J.H. Dąbrowskiego i J. Wybickiego w 1806 r.;Brak;1977;Pobyt Jana Dąbrowskiego i Józefa Wybickiego;plaque
Brak;n9112970799;9112970799;;;;Brak;Brak;Edward Smolibowski;1994;Franciszek Jaśkowiak;plaque
Brak;n9112970800;9112970800;;;;Brak;Tablica upamiętniająca miejsce utworzenia Klubu Demokratycznego w czerwcu 1939r.;Brak;1962;Miejsce utworzenia Klubu Demokratycznego;plaque
Brak;n9112970801;9112970801;;;;Brak;Brak;Brak;Brak;Pałac Działyńskich;plaque
Brak;n9112970803;9112970803;;;;Brak;Tablica upamiętniająca zawieszenie polskiej flagi na Ratuszu w dniu 28 grudnia 1918 r.;Brak;2008;Zawieszenie polskiej flagi na Ratuszu;plaque
Brak;n9112970808;9112970808;;;;Brak;Brak;Józef Petruk;1985;Miejsce powstania Koła Śpiewackiego Polskiego;plaque
Brak;n9112970809;9112970809;;;;Brak;Brak;Józef Murlewski;1965;Miejsce zamieszkania Jana Hieronima Chróściejowskiego;plaque
Brak;n9112970810;9112970810;;;;Brak;Brak;Brak;Brak;Jan Żupański;plaque
Brak;n9112970811;9112970811;;;;Brak;Brak;Marek Zielonka;2000;Zdzisław Szulc;plaque
Brak;n9112970812;9112970812;;;;Brak;Brak;Brak;Brak;Zbigniew Zieliński;plaque
Brak;n9112970813;9112970813;;;;Brak;Brak;Brak;Brak;100-lecie Stowarzyszenia Architektonicznego w Poznaniu;plaque
Brak;n9112970814;9112970814;;;;Brak;Brak;Brak;1960;Biblioteka Raczyńskich;plaque
Brak;n9112970815;9112970815;;;;Brak;Tablica upamiętniająca zasługi Związku Spółek Zarobkowych i Gospodarczych dla obrony Polskości i rozwoju gospodarczego Wielkopolski;Brak;1981;Tablica Związku Spółek Zarobkowych i Gospodarczych;plaque
Brak;n9112970816;9112970816;;;;Brak;Tablica upamiętniająca członków polskich korporacji akademickich w latach 1920- 1939;Brak;2008;Tablica członków polskich korporacji akademickich;plaque
Brak;n9114678699;9114678699;;;;Brak;Brak;Brak;Brak;Królowa Ryksa Elżbieta;plaque
Brak;n9114678702;9114678702;;;;Brak;Brak;Brak;Brak;Ks. Aleksy Stodolny;plaque
Brak;n9114678703;9114678703;;;;Brak;Brak;Brak;Brak;Ks. Aleksander Woźny;plaque
Brak;n9114678704;9114678704;;;;Brak;Brak;Brak;Brak;Jan Paweł II;plaque
Brak;n9114678706;9114678706;;;;Brak;Tablica upamiętniająca dziennikarzy wielkopolskich poległych i zamordowanych podczas II wojny światowej;"W. Kapczyński (projekt); F. Gdeczyk (wykonanie)";1970;Tablica poległych i zamordowanych dziennikarzy wielkopolskich;plaque
Brak;n9114678707;9114678707;;;;Brak;Tablica informująca, że w tym budynku, w latach 1928-1930, mieściła się siedziba Komitetu Okręgowego Polskiej Partii Socjalistycznej Lewicy;Jerzy Nowakowski;1983;Miejsce siedziby Komitetu Okręgowego Polskiej Partii Socjalistycznej Lewicy;plaque
Brak;n9114678709;9114678709;;;;Brak;Tablica informującą, ze w tym budynku, do 1858 r., mieściło się Gimnazjum Św. Marii Magdaleny;Brak;1988;Miejsce Gimnazjum Św. Marii Magdaleny;plaque
Brak;n9114678710;9114678710;;;;Brak;Tablica informująca, że w tym budynku w latach 1917-1919 mieściły się siedziby Głównej Kwatery Skautowej, Komendy Polskiej Organizacji Wojskowej oraz pierwsze Harcerskie Biuro Werbunkowe do Wojska Polskiego;Marian Romała;1933;Miejsce siedzib Głównej Kwatery Skautowej, Komendy Polskiej Organizacji Wojskowej oraz pierwszego Harcerskiego Biura Werbunkowego do Wojska Polskiego;plaque
Brak;n9114678711;9114678711;;;;Brak;Brak;Edward Smolibowski;1987;Miejsce zamieszkania Stanisława Kantaka;plaque
Brak;n9114678712;9114678712;;;;Brak;Brak;Brak;1984;Miejsce zamieszkania Kazimiery Iłłakiewiczówny;plaque
Brak;n9114678713;9114678713;;;;W XXV rocznicę Polski Ludowej pamięci pracowników leśnictwa zamordowanych i poległych w 1939-1945 w walce z najeźdzcą hitlerowskim o wolną demokratyczną i niepodległą Polskę. Leśnicy Wielkopolscy;Brak;Brak;1969;Tablica zamordowanych i poległych pracowników leśnictwa;plaque
Brak;n9114678714;9114678714;;;;Brak;Tablica upamiętniająca miejsce zamieszkania Wojciecha Korfantego w latach 1919 -1922;M. Gołąbek;1999;Miejsce zamieszkania Wojciecha Korfantego;plaque
Brak;n9114678715;9114678715;;;;Wiernym Bogu i Polsce harcerzom, Powstańcom Wlkp. 1918 - 1920, Żołnierzom II Wojny Światowej, Ruchu Oporu i Szarych Szeregów, zamęczonych przez okupantów druhnom i druhom ZHP Hufca Śródka odeszłym na wieczną wartę;Tablica upamiętniająca wiernych Bogu i Polsce harcerzy;Brak;1989;Tablica wiernych Bogu i Polsce harcerzy;plaque
Brak;n9114678716;9114678716;;;;W tym budynku w latach 1919–1950 mieścił się Bank Ludowy, który położył wielkie zasługi dla obrony polskości pod zaborem pruskim. Tablicę poświęcono pamięci założycieli i działaczy banku w 125-tą rocznicę powstania bankowości spółdzielczej w Polsce.;Tablica upamiętniająca siedzibę Banku Ludowego w latach 1919 - 1950;Brak;1986;Miejsce siedziby Banku Ludowego;plaque
Brak;n9114712217;9114712217;;;;Brak;"Tablica poświęcona Henrykowi Zygalskiemu, jednemu z trzech kryptologów, którzy odkryli sposób kodowania ""Enigmy""";Brak;2004;Henryk Zygalski;plaque
Brak;n9114712218;9114712218;;;;Brak;Brak;Brak;1984;Helena Nieć;plaque
Brak;n9114712219;9114712219;;;;Brak;Tablica upamiętniająca uczniów, którzy polegli w Powstaniu Poznańskim -Czerwiec 1956r.;Brak;Brak;Tablica uczniów poległych w Powstaniu Poznańskim;plaque
Brak;n9114712220;9114712220;;;;Brak;Tablica upamiętniająca mieszkańców Poznania i Wielkopolski, poległych, zamordowanych, więzionych oraz deportowanych do pracy niewolniczej, w 50-tą rocznicę zakończenia II Wojny Światowej;Józef Petruk;1995;Tablica ofiar II Wojy Światowej z Poznania i Wielkopolski;plaque
Brak;n9114712221;9114712221;;;;Brak;Brak;Marian Banasiewicz;1990;Miejsce drukarni Narodowej Organizacji Bojowej;plaque
Brak;n9114712222;9114712222;;;;Brak;Brak;Brak;Brak;Janusz Korczak;plaque
Brak;n9114712223;9114712223;;;;Brak;Brak;Brak;2003;Franciszek Witaszek;plaque
Brak;n9114712224;9114712224;;;;Brak;Tablica upamiętniająca Górczyńskich Kosynierów, Bohaterów Powstania Wielkopolskiego oraz mieszkańców Górczyna, którzy ginęli w walce z faszyzmem i komunizmem;Brak;1998;Tablica Górczyńskich Kosynierów, Bohaterów Powstania Wielkopolskiego oraz poległych mieszkańców Górczyna;plaque
Brak;n9114712225;9114712225;;;;Brak;Tablica upamiętniająca siedzibę Oficerskiego Technikum Pożarniczego w latach 1954-1959;Brak;2004;Miejsce siedziby Oficerskiego Technikum Pożarniczego;plaque
Brak;n9114712226;9114712226;;;;Brak;Tablica upamiętniająca anonimowego fotografa pioruna kulistego, który swoje odkrycie i pracę przypłacił życiem;Brak;2009;Tablica anonimowego fotografa pioruna;plaque
Brak;n9114712227;9114712227;;;;Brak;Tablice pamiątkowe poświęcone zmarłym proboszczom parafii i wszystkim, którzy ofiarowali serce przy budowie kościoła pw. Świetej Jadwigii Śląskiej;Brak;Brak;Tablice zmarłych proboszczów i wszystkich, którzy ofiarowali serce przy budowie kościoła;plaque
Brak;n9114712262;9114712262;;;;Brak;Tablica upamiętniająca miejsce zamieszkania i twórzości Jerzego Kurczewskiego;Brak;Brak;Miejsce zamieszkania Jerzego Kurczewskiego;plaque
Brak;n9114712275;9114712275;;;;Brak;Tablica upamiętniająca miejsce zamieszkania Cyryla Ratajskiego w latach 1923-1939;Marian Banasiewicz;1984;Miejsce zamieszkania Cyryla Ratajskiego;plaque
Brak;n9114712276;9114712276;;;;Brak;Tablica upamiętniająca miejsce zamieszkania i twórczości prof. Tadeusza Szeligowskiego w latach 1947-1963;Jerzy Kopczyński;1966;Miejsce zamieszkania prof. Tadeusza Szeligowskiego;plaque
Brak;n9114712277;9114712277;;;;Brak;Brak;Brak;Brak;Prof. Lech Ryszkowski;plaque
Brak;n9114712278;9114712278;;;;Brak;Brak;Brak;2010;Eugeniusz Kwiatkowski;plaque
Brak;n9114712283;9114712283;;;;Brak;Brak;Brak;Brak;"60. rocznica otwarcia sklepu Spółdzielni Spożywców ""Zgoda""";plaque
Brak;n9114712288;9114712288;;;;Brak;Tablica upamietniająca ks. Wojciecha Owczarczaka, który zginął śmiercią męczeńską w obozie koncentracyjnym w Dachau;Brak;Brak;Ks. Wojciech Owczarczak;plaque
Brak;n9115973783;9115973783;;;;Brak;Brak;Brak;2006;Ppłk. Stefan Ignaszak;plaque
Brak;n9115973784;9115973784;;;;Brak;Brak;Brak;Brak;Tablica łazarskich Powstańców Wielkopolskich;plaque
Brak;n9115973785;9115973785;;;;Romek Strzałkowski 1943-1956 / Chłopiec-bohater, zginął od kuli w dniach robotniczego protestu;Brak;Brak;Brak;Romek Strzałkowski;plaque
Brak;n9115973786;9115973786;;;;Bractwo Kurkowe, Poznań, rok założenia 1253, zakład kamieniarski J.J. Domagała, Luboń Poniatowskiego 51, Poznań 3 V Anno Domini 1997;Brak;Brak;1997;Tablica Bractwa Kurkowego;plaque
Brak;n9115973787;9115973787;;;;Brak;Tablica informująca, że w tym budynku w 1942 roku odbyło się pierwsze posiedzenie Komitetu Okręgowego Polskiej Partii Robotniczej;Brak;1952;Miejsce pierwszego posiedzenia Komitetu Okręgowego PPR;plaque
Brak;n9116212271;9116212271;;;;Brak;Brak;Józef Murlewski;1945;Miejsce zamieszkania ks. Nikodema Cieszyńskiego;plaque
Brak;n9116212272;9116212272;;;;W domu tym w latach 1929-1981 mieszkał i tworzył Józef Krzyżański / 1898-1987 / Wybitny artysta malarz, kolorysta;Tablica upamiętniająca miejsce zamieszkania Józefa Krzyżańskiego w latach 1929-1981;Józef Petruk;1997;Miejsce zamieszkania Józefa Krzyżańskiego;plaque
Brak;n9116212273;9116212273;;;;Brak;Brak;Brak;1918;Matka Boża z Lourdes;statue
Brak;n9116212274;9116212274;;;;Brak;Brak;Brak;Brak;Matka Boża Różańcowa;statue
Brak;n9116212275;9116212275;;;;Brak;Tablica upamiętniająca kapłanów z parafii Najśw. Serca Pana Jezusa i św. Floriana poległych podczas II Wojny Światowej;Władysław Glinkiewicz (?);Brak;Ks. Piotr Wawrzyniak;plaque
Brak;n9116212276;9116212276;;;;Brak;Brak;Brak;Brak;Wielki Pontyfikat Jana Pawła II 1978-2005;plaque
Brak;n9116212277;9116212277;;;;Brak;Tablica upamiętniająca kapłanów z parafii Najśw. Serca Pana Jezusa i św. Floriana poległych podczas II Wojny Światowej;Brak;Brak;Tablica poległych kapłanów z parafii;plaque
Brak;n9116212283;9116212283;;;;Brak;Brak;Brak;1992;Miejsce zamieszkania Anny Jantar-Kukulskiej;plaque
Brak;n9116212288;9116212288;;;;Brak;Brak;"Robert Sobociński; Tomasz Akusz; Kazimierz Raba";2002;Miejsce zamieszkania Leona Wyczółkowskiego;plaque
Brak;n9116212289;9116212289;;;;Wojciechowi Sobczakowi i Sewerynowi Samulskiemu - twórcom osiedla. Mieszkańcy.;Brak;Brak;Brak;Głaz twórców osiedla;stone
Brak;n9116212293;9116212293;;;;Brak;Brak;Brak;2008;Paweł Edmund Strzelecki;plaque
Brak;n9116981155;9116981155;;;;Brak;Tablica upamiętniająca żołnierzy walczących o niepodległość podczas II Wojny Światowej;Brak;1999;Tablica polskich żołnierzy;plaque
Brak;n9116981156;9116981156;;;;Brak;Tablica informująca o fundatorach oraz historii budynku Domu Żołnierza;Brak;1991;Dom Żołnierza;plaque
Brak;n9116981157;9116981157;;;;Brak;Brak;Brak;1995;50-lecie TPŻ-LPŻ-LOK;plaque
Brak;n9116981159;9116981159;;;;Brak;Tablica upamiętniająca rzemieślników wielkopolskich, poległych w walce za wolność i Ojczyznę;H. Marcinkowski;1969;Tablica poległych rzemieślników wielkopolskich;plaque
Brak;n9116981161;9116981161;;;;Brak;Tablica upamiętniająca miejsce pobytu Konstantego Antoniego Górskiego w latach 1922 - 1924;Brak;2009;Miejsce zamieszkania Konstantego Antoniego Górskiego;plaque
Brak;n9116981162;9116981162;;;;Brak;"4 tablice pamięci: Maksymilian Jackowski (+ tablica portretowa); Stanisław Mikołajczyk;Juliusz Kraziewicz";Brak;1983;Brak;plaque
Brak;n9116981163;9116981163;;;;Brak;Tablica upamiętniająca nauczycieli i pracowników szkolnictwa Województwa Poznańskiego, ofiar II wojny światowej;Brak;1989;Tablica nauczycieli i pracowników szkolnictwa Województwa Poznańskiego;plaque
Brak;n9116981164;9116981164;;;;Szpital ten zapisał się w pamięci Poznaniaków jako symbol pomocy w cierpieniu i świadek śmierci bohaterów 56 w XXV rocznicę 28 VI 1981;Brak;Brak;1981;Miejsce pomocy i świadek śmierci bohaterów Poznańskiego Czerwca 1956;plaque
Brak;n9116981165;9116981165;;;;Brak;Tablica informująca, że w tym budynku, w latach 1945-1948, mieściła się siedziba Komitetu Wojewódzkiego Polskiej Partii Robotniczej;Edward Haupt;1967;Miejsce siedziby Komitetu Wojewódzkiego PPR;plaque
Brak;n9116981166;9116981166;;;;Brak;Brak;Brak;Brak;Miejsce zamieszkania Henryka Zygalskiego;plaque
Brak;n9116981175;9116981175;;;;Brak;Tablica upamietniająca miejsce założenia Polskiego Związku Hokeja na Trawie;Brak;2006;Miejsce założenia Polskiego Związku Hokeja na Trawie;plaque
Brak;n9116981176;9116981176;;;;Brak;Brak;Brak;2008;Roman Wilhelmi;plaque
Brak;n9116981177;9116981177;;;;Brak;Tablica upamietniająca mieszkańców dzielnicy, ofiar terroru hitlerowskiego;Brak;1946;Tablica ofiar terroru hitlerowskiego;plaque
Brak;n9116981184;9116981184;;;;Brak;Historia Akademii Lubrańskiego;Brak;Brak;Akademia Lubrańskiego;plaque
Brak;n9116981185;9116981185;;;;Brak;Tablica upamiętniająca Stanisława Strugarka, piewcy gwary poznańskiej;Brak;2003;Stanisław Strugarek;plaque
Brak;n9116981186;9116981186;;;;Brak;Tablica upamiętniająca miejsce zamieszkania prof. Dr. Hab. Med. Wet. Stanisława Rungego w latach 1927-1939 oraz 1946-1953;Brak;2003;Miejsce zamieszkania prof. Stanisława Rungego;plaque
Brak;n9116981187;9116981187;;;;Brak;Brak;Brak;2011;Miejsce zamieszkania Antoniny Kaweckiej;plaque
Brak;n9116981188;9116981188;;;;Brak;Tablica upamiętniajaca ludność Krzesin, Krzesineka i Szczepankowa, krzywdzonej w dniu 23.11.1943r. przez hitlerowską policję;Brak;Brak;Tablica ofiar niemieckiego najazdu;plaque
Brak;n9116981201;9116981201;;;;Brak;Brak;Brak;1977;100-lecie Szpitala Dziecięcego;plaque
Brak;n9116981202;9116981202;;;;Brak;Tablica upamiętniająca Tomasza Drobnika, prekursora chirurgii ortopedii;Brak;Brak;Tomasz Drobnik;plaque
Brak;n9116981205;9116981205;;;;Brak;Brak;Benedykt Kasznia;1985;Miejsce Wydziału Organizacyjnego Poznańskiego Okręgu Związku Walki Zbrojnej;plaque
Brak;n9117240873;9117240873;;;;Brak;Brak;Józef Petruk;1991;Tablica Petera Mansfelda;plaque
Brak;n9117240874;9117240874;;;;Brak;Tablica upamiętniająca prof. dr. Brunona Czajkowskiego, fundatora budynku;Józef Petruk;1999;Prof. Brunon Czajkowski;plaque
Brak;n9117240875;9117240875;;;;Brak;"2 tablice: Tablica upamiętniająca miejsce założenia pierwszego składu żelaza przez Hipolita Cegielskiego; Tablica upamiętniająca Bazar Poznański";Józef Petruk;1981;Bazar Poznański SA;plaque
Brak;n9117240876;9117240876;;;;Brak;Tablica upamiętniająca miejsce odbywania się prób chłopięcego chóru 2 Drużyny Harcerzy w Poznaniu w latach 1945 - 1951;Brak;Brak;Miejsce prób chłopięcego chóru 2. Drużyny Harcerzy;plaque
Brak;n9119510269;9119510269;;;;Brak;Tablica upamiętniająca DH Zygmunta Radtke, Powstańca Wielkopolskiego i działacza harcerskiego, który w czasie II wojny światowej przechowywał sztandar 2 Poznańskiej Drużyny Harcerskiej;Brak;Brak;Dh Zygmunt Radtke;plaque
Brak;n9119510270;9119510270;;;;Brak;Brak;Brak;Brak;"Miejsce pierwszej harcówki drużyny ""Piast""";plaque
Brak;n9119510271;9119510271;;;;Brak;Tablica upamiętniająca ucznia Alfreda Rau, który poległ w Powstaniu Poznańskim w czerwcu 1956r.;Brak;Brak;Alfred Rau;plaque
Brak;n9119510272;9119510272;;;;Brak;Tablica upamiętniająca miejsce zamieszkania i pracy Wacława Taranczewskiego w latach 1905-1937 oraz 1939-1946;Brak;Brak;Miejsce zamieszkania Wacława Taranczewskiego;plaque
Brak;n9119510273;9119510273;;;;Brak;Tablica upamiętniająca Powstańców Wielkopolskich oraz miejsce śmierci Franciszka Ratajczaka;Edward Haupt;1956;Tablica Powstańców Wielkopolskich;plaque
Brak;n9119510274;9119510274;;;;Brak;Brak;Brak;1983;Prof. dr. Stefan Vrtel- Wierczyński;plaque
Brak;n9119510275;9119510275;;;;Brak;Brak;Józef Petruk;1995;Miejsce zamieszkania Tadeusza Wolniewicza;plaque
Brak;n9119510276;9119510276;;;;"80. rocznica Polskiego Sejmu Dzielnicowego; Kino Apollo";2 tablice pamięci;I. Jakubik;1998;Brak;plaque
Brak;n9119510277;9119510277;;;;Brak;Brak;Jerzy Sobociński;1990;Miejsce siedziby sztabu tajnej Polskiej Organizacji Wojskowej;plaque
Brak;n9119510278;9119510278;;;;Brak;Tablica upamiętniająca złożenie pierwszego przyrzeczenia skautowego w Poznaniu, w dniu 17.10.1912r.;Brak;1982;Miejsce złożenia pierwszego przyrzeczenia skautowego w Poznaniu;plaque
Brak;n9119510279;9119510279;;;;Brak;Tablica zawierająca kamień z ołtarza głównego bazyliki M.B Wspomożenia Wiernych;Brak;1976;Kamień z ołtarza głównego bazyliki MB Wspomożenia Wiernych;plaque
Brak;n9119510280;9119510280;;;;Brak;Tablica upamiętniająca 25-tą rocznicę zwycięstwa nad faszyzmem oraz poświęcona nauczycielom poległym i zamordowanym przez hitlerowców w latach 1939 -1945;Józef Stasiński;1970;Tablica poległych i zamordowanych nauczycieli;plaque
Brak;n9119510281;9119510281;;;;Brak;Tablica upamiętniająca Harcerzy Wildeckiego Hufca, poległych w trakcie II Wojny Światowej;Józef Murlewski;1976;Tablica poległych Harcerzy Wildeckiego Hufca;plaque
Brak;n9119510291;9119510291;;;;Brak;Tablica upamiętniająca Marię Montessori, patronkę szkoły;Brak;2006;Maria Montessori;plaque
Brak;n9119510292;9119510292;;;;Brak;Tablica upamiętniająca Jana Pawła II, patrona szkoły;Brak;2006;Jana Pawła II;plaque
Brak;n9119529027;9119529027;;;;Brak;Tablica upamiętniająca uczniów Romana Bentke i Andrzeja Glińskiego, którzy polegli w Powstaniu Poznańskim w czerwcu 1956r.;Brak;Brak;Roman Bentke i Andrzej Gliński;plaque
Brak;n9119529028;9119529028;;;;Brak;Brak;Brak;Brak;Ks. abp Jerzy Stroba;plaque
Brak;n9119529029;9119529029;;;;Brak;Brak;Brak;Brak;Ks. kan. Józef Jasiński;plaque
